,County Name/State Abbreviation,FIPS_y,TargetValue
2980,"Yankton, SD",46135,0.0
2981,"Yates, NY",36123,6.0
2982,"Yavapai, AZ",04025,6.0
2983,"Yazoo, MS",28163,2.0
2984,"Yell, AR",05149,1.0
2985,"Yellow Medicine, MN",27173,0.0
2986,"Yellowstone, MT",30111,2.0
2987,"Yoakum, TX",48501,0.0
2988,"Yolo, CA",06113,22.0
2989,"York, ME",23031,9.0
2990,"York, NE",31185,0.0
2991,"York, PA",42133,22.0
2992,"York, SC",45091,6.0
2993,"York, VA",51199,3.0
2994,"Young, TX",48503,1.0
2995,"Yuba, CA",06115,1.0
2996,"Yuma, AZ",04027,10.0
2997,"Yuma, CO",08125,0.0
2998,"Zapata, TX",48505,0.0
2999,"Zavala, TX",48507,0.0
3000,"Ziebach, SD",46137,0.0
